Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,16,0000,District - Perambalur  *  16,Rural,75-79,3137,1793,1344,2976,1713,1263,102,54,48,57,24,33,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,80+,3202,1704,1498,3011,1602,1409,136,71,65,52,29,23,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,Age not stated,749,416,333,696,386,310,28,15,13,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,All ages,79220,39334,39886,64489,32498,31991,12567,5800,6767,2108,1008,1100,0,0,0,6,4,2,11,7,4,11,6,5
C4415,33,16,0000,District - Perambalur  *  16,Urban,0-4,6435,3288,3147,5019,2608,2411,1257,599,658,156,79,77,0,0,0,0,0,0,1,0,1,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,5-9,6922,3575,3347,5356,2768,2588,1427,731,696,131,72,59,0,0,0,0,0,0,3,2,1,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,10-14,8564,4500,4064,6779,3553,3226,1624,863,761,157,80,77,0,0,0,1,1,0,1,1,0,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,15-19,9463,4786,4677,7639,3890,3749,1575,779,796,243,114,129,0,0,0,1,1,0,0,0,0,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,20-24,7385,3561,3824,5999,2873,3126,1154,585,569,229,101,128,0,0,0,1,1,0,0,0,0,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,25-29,6811,3096,3715,5645,2640,3005,959,370,589,203,85,118,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Urban,30-34,5478,2573,2905,4558,2226,2332,743,271,472,174,76,98,0,0,0,0,0,0,1,0,1,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Urban,35-39,6276,2905,3371,5297,2557,2740,812,262,550,161,82,79,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,40-44,4582,2275,2307,3874,1973,1901,586,248,338,118,51,67,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,45-49,4712,2387,2325,4012,2116,1896,579,211,368,116,58,58,0,0,0,1,0,1,0,0,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Urban,50-54,3574,1834,1740,2978,1557,1421,476,215,261,118,61,57,0,0,0,1,1,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Urban,55-59,2576,1252,1324,2112,1064,1048,373,150,223,89,37,52,0,0,0,0,0,0,1,0,1,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,60-64,2555,1267,1288,2111,1043,1068,364,179,185,78,45,33,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,65-69,1551,776,775,1260,628,632,233,122,111,56,25,31,0,0,0,1,0,1,1,1,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,70-74,1089,555,534,868,446,422,185,92,93,36,17,19,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,75-79,515,293,222,407,224,183,95,62,33,12,7,5,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Urban,80+,572,308,264,446,245,201,101,49,52,25,14,11,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Urban,Age not stated,160,103,57,129,87,42,24,12,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,All ages,695524,346763,348761,650988,324916,326072,7638,3841,3797,36261,17645,18616,59,50,9,3,2,1,27,14,13,13,8,5
C4415,33,17,0000,District - Ariyalur  *  17,Total,0-4,64099,32886,31213,60192,30866,29326,690,389,301,3152,1593,1559,0,0,0,1,1,0,4,3,1,2,2,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,5-9,67348,34359,32989,63158,32283,30875,774,382,392,3363,1662,1701,3,1,2,0,0,0,4,1,3,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,10-14,67958,34716,33242,63526,32471,31055,754,401,353,3620,1810,1810,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,15-19,66442,33392,33050,62099,31283,30816,751,364,387,3537,1717,1820,2,2,0,0,0,0,2,0,2,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Total,20-24,58228,28703,29525,54332,26788,27544,852,420,432,2984,1466,1518,8,6,2,0,0,0,6,2,4,1,0,1
C4415,33,17,0000,District - Ariyalur  *  17,Total,25-29,62580,28900,33680,58782,27143,31639,751,360,391,2980,1357,1623,15,14,1,0,0,0,4,2,2,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,30-34,50329,24651,25678,47178,23175,24003,547,262,285,2555,1187,1368,13,12,1,0,0,0,1,1,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,35-39,55582,26443,29139,52100,24838,27262,557,267,290,2876,1309,1567,7,7,0,0,0,0,3,2,1,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,40-44,40679,20994,19685,38016,19669,18347,416,195,221,2213,1114,1099,3,3,0,0,0,0,1,1,0,1,0,1
C4415,33,17,0000,District - Ariyalur  *  17,Total,45-49,39761,19752,20009,37248,18531,18717,393,184,209,2090,1015,1075,2,1,1,0,0,0,0,0,0,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Total,50-54,30798,15346,15452,28773,14331,14442,303,158,145,1708,849,859,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,55-59,26965,12907,14058,25316,12093,13223,251,135,116,1383,672,711,1,1,0,0,0,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,60-64,24617,12477,12140,23046,11719,11327,217,108,109,1338,643,695,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,65-69,16665,8408,8257,15485,7809,7676,161,100,61,1006,495,511,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Total,70-74,11581,6177,5404,10772,5755,5017,111,54,57,690,363,327,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,75-79,5436,3166,2270,5020,2932,2088,39,28,11,369,199,170,3,2,1,0,0,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,80+,5334,2879,2455,4933,2680,2253,49,24,25,351,175,176,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Total,Age not stated,1122,607,515,1012,550,462,22,10,12,46,19,27,0,0,0,2,1,1,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,All ages,616539,307670,308869,584485,291854,292631,4148,2063,2085,27323,13420,13903,53,49,4,3,2,1,7,3,4,9,5,4
C4415,33,17,0000,District - Ariyalur  *  17,Rural,0-4,57197,29387,27810,54422,27943,26479,385,213,172,2331,1197,1134,0,0,0,1,1,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,5-9,59958,30629,29329,56987,29143,27844,451,215,236,2478,1245,1233,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,10-14,59610,30655,28955,56602,29118,27484,413,221,192,2542,1284,1258,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,15-19,58351,29450,28901,55344,27933,27411,396,195,201,2558,1294,1264,2,2,0,0,0,0,1,0,1,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Rural,20-24,51287,25338,25949,48475,23957,24518,445,222,223,2312,1132,1180,7,6,1,0,0,0,2,0,2,1,0,1
C4415,33,17,0000,District - Ariyalur  *  17,Rural,25-29,55397,25621,29776,52645,24351,28294,387,184,203,2304,1048,1256,15,14,1,0,0,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,30-34,44356,21791,22565,42056,20691,21365,300,138,162,1956,938,1018,12,12,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,35-39,49095,23264,25831,46551,22114,24437,304,139,165,2194,984,1210,7,7,0,0,0,0,2,1,1,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,40-44,35926,18466,17460,33964,17505,16459,206,90,116,1724,857,867,3,3,0,0,0,0,0,0,0,1,0,1
C4415,33,17,0000,District - Ariyalur  *  17,Rural,45-49,35443,17536,17907,33567,16623,16944,218,101,117,1629,790,839,1,1,0,0,0,0,0,0,0,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Rural,50-54,27430,13609,13821,25939,12855,13084,169,83,86,1308,663,645,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,55-59,24241,11621,12620,23028,11019,12009,136,73,63,1063,522,541,1,1,0,0,0,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,60-64,22183,11201,10982,20995,10638,10357,131,62,69,1042,495,547,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,65-69,14978,7529,7449,14132,7095,7037,84,59,25,751,372,379,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,70-74,10474,5609,4865,9868,5285,4583,62,32,30,536,287,249,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,75-79,4876,2868,2008,4559,2683,1876,20,16,4,291,163,128,2,2,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,80+,4734,2558,2176,4440,2409,2031,23,11,12,270,138,132,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Rural,Age not stated,1003,538,465,911,492,419,18,9,9,34,11,23,0,0,0,2,1,1,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,All ages,78985,39093,39892,66503,33062,33441,3490,1778,1712,8938,4225,4713,6,1,5,0,0,0,20,11,9,4,3,1
C4415,33,17,0000,District - Ariyalur  *  17,Urban,0-4,6902,3499,3403,5770,2923,2847,305,176,129,821,396,425,0,0,0,0,0,0,4,3,1,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,5-9,7390,3730,3660,6171,3140,3031,323,167,156,885,417,468,2,1,1,0,0,0,4,1,3,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,10-14,8348,4061,4287,6924,3353,3571,341,180,161,1078,526,552,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,15-19,8091,3942,4149,6755,3350,3405,355,169,186,979,423,556,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,20-24,6941,3365,3576,5857,2831,3026,407,198,209,672,334,338,1,0,1,0,0,0,4,2,2,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,25-29,7183,3279,3904,6137,2792,3345,364,176,188,676,309,367,0,0,0,0,0,0,4,2,2,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,30-34,5973,2860,3113,5122,2484,2638,247,124,123,599,249,350,1,0,1,0,0,0,1,1,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,35-39,6487,3179,3308,5549,2724,2825,253,128,125,682,325,357,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,40-44,4753,2528,2225,4052,2164,1888,210,105,105,489,257,232,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,45-49,4318,2216,2102,3681,1908,1773,175,83,92,461,225,236,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,50-54,3368,1737,1631,2834,1476,1358,134,75,59,400,186,214,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,55-59,2724,1286,1438,2288,1074,1214,115,62,53,320,150,170,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,60-64,2434,1276,1158,2051,1081,970,86,46,40,296,148,148,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,65-69,1687,879,808,1353,714,639,77,41,36,255,123,132,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,17,0000,District - Ariyalur  *  17,Urban,70-74,1107,568,539,904,470,434,49,22,27,154,76,78,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,75-79,560,298,262,461,249,212,19,12,7,78,36,42,1,0,1,0,0,0,0,0,0,1,1,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,80+,600,321,279,493,271,222,26,13,13,81,37,44,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,17,0000,District - Ariyalur  *  17,Urban,Age not stated,119,69,50,101,58,43,4,1,3,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,18,0000,District - Cuddalore  18,Total,All ages,2285395,1150908,1134487,2105292,1061290,1044002,102508,50317,52191,73611,37265,36346,234,143,91,83,45,38,1284,653,631,232,130,102
C4415,33,18,0000,District - Cuddalore  18,Total,0-4,204146,104182,99964,188358,96072,92286,9313,4771,4542,6120,3156,2964,15,5,10,11,8,3,105,55,50,25,13,12
C4415,33,18,0000,District - Cuddalore  18,Total,5-9,216327,109952,106375,199139,101258,97881,10244,5067,5177,6596,3459,3137,13,8,5,10,3,7,101,39,62,16,10,6
C4415,33,18,0000,District - Cuddalore  18,Total,10-14,234632,119853,114779,215548,110054,105494,11070,5593,5477,7639,4017,3622,14,7,7,5,3,2,119,54,65,25,17,8
C4415,33,18,0000,District - Cuddalore  18,Total,15-19,235561,119138,116423,216124,109619,106505,11543,5594,5949,7499,3738,3761,12,7,5,1,0,1,130,58,72,26,14,12
C4415,33,18,0000,District - Cuddalore  18,Total,20-24,209172,104250,104922,191140,95414,95726,10988,5239,5749,6656,3385,3271,26,17,9,6,4,2,147,92,55,27,14,13
C4415,33,18,0000,District - Cuddalore  18,Total,25-29,209680,99101,110579,192915,91374,101541,9769,4461,5308,6655,3098,3557,33,21,12,12,7,5,121,61,60,18,9,9
C4415,33,18,0000,District - Cuddalore  18,Total,30-34,169711,84048,85663,156154,77521,78633,7419,3508,3911,5782,2835,2947,33,24,9,10,4,6,111,61,50,25,16,9
C4415,33,18,0000,District - Cuddalore  18,Total,35-39,181468,87533,93935,167754,80982,86772,7504,3537,3967,5916,2862,3054,17,14,3,7,4,3,113,57,56,13,7,6
C4415,33,18,0000,District - Cuddalore  18,Total,40-44,135930,72498,63432,125835,67163,58672,5441,2858,2583,4424,2346,2078,18,8,10,5,4,1,79,44,35,12,4,8
C4415,33,18,0000,District - Cuddalore  18,Total,45-49,127068,65865,61203,117787,61125,56662,4967,2526,2441,4120,2118,2002,14,11,3,3,1,2,70,35,35,14,8,6
C4415,33,18,0000,District - Cuddalore  18,Total,50-54,97412,49535,47877,90056,45839,44217,3860,1973,1887,3335,1640,1695,11,7,4,4,2,2,54,29,25,8,5,3
C4415,33,18,0000,District - Cuddalore  18,Total,55-59,76110,37535,38575,70397,34747,35650,2946,1422,1524,2663,1311,1352,5,4,1,2,1,1,36,18,18,7,2,5
C4415,33,18,0000,District - Cuddalore  18,Total,60-64,71567,36346,35221,66379,33666,32713,2649,1373,1276,2413,1243,1170,8,1,7,2,1,1,39,20,19,6,5,1
C4415,33,18,0000,District - Cuddalore  18,Total,65-69,45158,22701,22457,41631,20925,20706,1832,898,934,1630,840,790,5,4,1,1,1,0,29,17,12,4,2,2
C4415,33,18,0000,District - Cuddalore  18,Total,70-74,33097,17718,15379,30728,16418,14310,1281,663,618,1047,613,434,2,2,0,1,1,0,14,6,8,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Total,75-79,15317,8515,6802,14164,7922,6242,635,316,319,499,268,231,1,0,1,1,0,1,9,3,6,1,0,1
C4415,33,18,0000,District - Cuddalore  18,Total,80+,16420,8664,7756,15157,8033,7124,760,363,397,479,255,224,3,1,2,2,1,1,6,3,3,3,2,1
C4415,33,18,0000,District - Cuddalore  18,Total,Age not stated,6619,3474,3145,6026,3158,2868,287,155,132,138,81,57,4,2,2,0,0,0,1,1,0,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Rural,All ages,1531034,771786,759248,1454406,733288,721118,31377,15383,15994,43408,22151,21257,50,26,24,20,9,11,53,26,27,111,66,45
C4415,33,18,0000,District - Cuddalore  18,Rural,0-4,141643,72235,69408,134652,68617,66035,2940,1553,1387,3880,1981,1899,2,0,2,3,2,1,6,2,4,9,4,5
C4415,33,18,0000,District - Cuddalore  18,Rural,5-9,148798,75539,73259,141374,71768,69606,3228,1562,1666,4025,2120,1905,1,0,1,2,0,2,3,0,3,8,5,3
C4415,33,18,0000,District - Cuddalore  18,Rural,10-14,157637,80736,76901,149597,76524,73073,3448,1774,1674,4404,2330,2074,4,2,2,2,0,2,4,3,1,19,13,6
C4415,33,18,0000,District - Cuddalore  18,Rural,15-19,159207,81037,78170,151056,77017,74039,3575,1715,1860,4373,2200,2173,4,2,2,0,0,0,11,6,5,18,10,8
C4415,33,18,0000,District - Cuddalore  18,Rural,20-24,137642,69803,67839,130257,66066,64191,3288,1584,1704,3944,2072,1872,5,1,4,1,1,0,7,5,2,15,8,7
C4415,33,18,0000,District - Cuddalore  18,Rural,25-29,137305,65709,71596,130332,62432,67900,2932,1319,1613,3908,1894,2014,5,3,2,3,2,1,1,1,0,8,4,4
C4415,33,18,0000,District - Cuddalore  18,Rural,30-34,107166,53075,54091,101766,50436,51330,2145,1002,1143,3097,1564,1533,9,6,3,2,1,1,3,1,2,7,5,2
C4415,33,18,0000,District - Cuddalore  18,Rural,35-39,118782,56368,62414,113155,53654,59501,2218,1071,1147,3296,1585,1711,0,0,0,1,1,0,4,1,3,4,3,1
C4415,33,18,0000,District - Cuddalore  18,Rural,40-44,88655,46045,42610,84499,43923,40576,1612,817,795,2439,1245,1194,6,2,4,2,1,1,4,3,1,4,2,2
C4415,33,18,0000,District - Cuddalore  18,Rural,45-49,86574,44128,42446,82503,42115,40388,1506,727,779,2476,1242,1234,4,4,0,0,0,0,2,0,2,8,4,4
C4415,33,18,0000,District - Cuddalore  18,Rural,50-54,66054,33409,32645,62821,31822,30999,1176,586,590,1986,964,1022,4,4,0,2,1,1,0,0,0,2,2,0
C4415,33,18,0000,District - Cuddalore  18,Rural,55-59,52440,25930,26510,49754,24595,25159,987,476,511,1650,833,817,0,0,0,1,0,1,2,1,1,3,1,2
C4415,33,18,0000,District - Cuddalore  18,Rural,60-64,49788,25267,24521,47354,24002,23352,870,459,411,1497,773,724,2,0,2,0,0,0,5,2,3,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Rural,65-69,31104,15812,15292,29528,15012,14516,556,269,287,996,517,479,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Rural,70-74,22711,12535,10176,21636,11899,9737,367,201,166,691,425,266,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,18,0000,District - Cuddalore  18,Rural,75-79,10123,5817,4306,9590,5537,4053,206,108,98,320,166,154,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,18,0000,District - Cuddalore  18,Rural,80+,10807,5947,4860,10220,5631,4589,251,126,125,324,182,142,1,1,0,1,0,1,0,0,0,3,2,1
C4415,33,18,0000,District - Cuddalore  18,Rural,Age not stated,4598,2394,2204,4312,2238,2074,72,34,38,102,58,44,3,1,2,0,0,0,0,0,0,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Urban,All ages,754361,379122,375239,650886,328002,322884,71131,34934,36197,30203,15114,15089,184,117,67,63,36,27,1231,627,604,121,64,57
C4415,33,18,0000,District - Cuddalore  18,Urban,0-4,62503,31947,30556,53706,27455,26251,6373,3218,3155,2240,1175,1065,13,5,8,8,6,2,99,53,46,16,9,7
C4415,33,18,0000,District - Cuddalore  18,Urban,5-9,67529,34413,33116,57765,29490,28275,7016,3505,3511,2571,1339,1232,12,8,4,8,3,5,98,39,59,8,5,3
C4415,33,18,0000,District - Cuddalore  18,Urban,10-14,76995,39117,37878,65951,33530,32421,7622,3819,3803,3235,1687,1548,10,5,5,3,3,0,115,51,64,6,4,2
C4415,33,18,0000,District - Cuddalore  18,Urban,15-19,76354,38101,38253,65068,32602,32466,7968,3879,4089,3126,1538,1588,8,5,3,1,0,1,119,52,67,8,4,4
C4415,33,18,0000,District - Cuddalore  18,Urban,20-24,71530,34447,37083,60883,29348,31535,7700,3655,4045,2712,1313,1399,21,16,5,5,3,2,140,87,53,12,6,6
C4415,33,18,0000,District - Cuddalore  18,Urban,25-29,72375,33392,38983,62583,28942,33641,6837,3142,3695,2747,1204,1543,28,18,10,9,5,4,120,60,60,10,5,5
C4415,33,18,0000,District - Cuddalore  18,Urban,30-34,62545,30973,31572,54388,27085,27303,5274,2506,2768,2685,1271,1414,24,18,6,8,3,5,108,60,48,18,11,7
C4415,33,18,0000,District - Cuddalore  18,Urban,35-39,62686,31165,31521,54599,27328,27271,5286,2466,2820,2620,1277,1343,17,14,3,6,3,3,109,56,53,9,4,5
C4415,33,18,0000,District - Cuddalore  18,Urban,40-44,47275,26453,20822,41336,23240,18096,3829,2041,1788,1985,1101,884,12,6,6,3,3,0,75,41,34,8,2,6
C4415,33,18,0000,District - Cuddalore  18,Urban,45-49,40494,21737,18757,35284,19010,16274,3461,1799,1662,1644,876,768,10,7,3,3,1,2,68,35,33,6,4,2
C4415,33,18,0000,District - Cuddalore  18,Urban,50-54,31358,16126,15232,27235,14017,13218,2684,1387,1297,1349,676,673,7,3,4,2,1,1,54,29,25,6,3,3
C4415,33,18,0000,District - Cuddalore  18,Urban,55-59,23670,11605,12065,20643,10152,10491,1959,946,1013,1013,478,535,5,4,1,1,1,0,34,17,17,4,1,3
C4415,33,18,0000,District - Cuddalore  18,Urban,60-64,21779,11079,10700,19025,9664,9361,1779,914,865,916,470,446,6,1,5,2,1,1,34,18,16,5,4,1
C4415,33,18,0000,District - Cuddalore  18,Urban,65-69,14054,6889,7165,12103,5913,6190,1276,629,647,634,323,311,5,4,1,1,1,0,29,17,12,3,1,2
C4415,33,18,0000,District - Cuddalore  18,Urban,70-74,10386,5183,5203,9092,4519,4573,914,462,452,356,188,168,2,2,0,1,1,0,14,6,8,1,1,0
C4415,33,18,0000,District - Cuddalore  18,Urban,75-79,5194,2698,2496,4574,2385,2189,429,208,221,179,102,77,1,0,1,1,0,1,8,2,6,1,0,1
C4415,33,18,0000,District - Cuddalore  18,Urban,80+,5613,2717,2896,4937,2402,2535,509,237,272,155,73,82,2,0,2,1,1,0,6,3,3,0,0,0
C4415,33,18,0000,District - Cuddalore  18,Urban,Age not stated,2021,1080,941,1714,920,794,215,121,94,36,23,13,1,1,0,0,0,0,1,1,0,0,0,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,All ages,1488839,739074,749765,1328144,663125,665019,112753,52446,60307,45780,22350,23430,77,43,34,40,21,19,819,451,368,76,39,37
C4415,33,19,0000,District - Nagapattinam  *  19,Total,0-4,129910,65979,63931,115918,58791,57127,10133,5215,4918,3684,1883,1801,5,4,1,2,1,1,71,39,32,8,3,5
C4415,33,19,0000,District - Nagapattinam  *  19,Total,5-9,140873,71454,69419,125414,63685,61729,10945,5589,5356,4305,2079,2226,13,5,8,6,3,3,88,42,46,6,3,3
C4415,33,19,0000,District - Nagapattinam  *  19,Total,10-14,149069,74584,74485,132739,66355,66384,11430,5758,5672,4696,2345,2351,4,3,1,2,1,1,78,45,33,4,2,2
C4415,33,19,0000,District - Nagapattinam  *  19,Total,15-19,154668,76673,77995,136859,68062,68797,12586,6041,6545,4989,2444,2545,7,5,2,7,4,3,94,59,35,1,1,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,20-24,133394,65928,67466,117345,58460,58885,11642,5325,6317,4194,2033,2161,10,5,5,6,4,2,92,49,43,9,2,7
C4415,33,19,0000,District - Nagapattinam  *  19,Total,25-29,125322,58034,67288,111145,51959,59186,10218,4237,5981,3753,1734,2019,7,5,2,1,0,1,96,46,50,14,8,6
C4415,33,19,0000,District - Nagapattinam  *  19,Total,30-34,105237,50995,54242,93653,45779,47874,8205,3631,4574,3222,1500,1722,3,1,2,5,2,3,64,37,27,5,4,1
C4415,33,19,0000,District - Nagapattinam  *  19,Total,35-39,114640,53902,60738,102952,48717,54235,8113,3516,4597,3416,1591,1825,8,3,5,2,2,0,60,32,28,5,3,2
C4415,33,19,0000,District - Nagapattinam  *  19,Total,40-44,89488,45785,43703,80830,41654,39176,5698,2632,3066,2827,1428,1399,6,3,3,2,1,1,47,30,17,3,1,2
C4415,33,19,0000,District - Nagapattinam  *  19,Total,45-49,86141,43783,42358,77848,39872,37976,5563,2524,3039,2622,1330,1292,5,2,3,2,0,2,40,18,22,2,1,1
C4415,33,19,0000,District - Nagapattinam  *  19,Total,50-54,66452,34222,32230,59728,31061,28667,4526,2058,2468,2103,1048,1055,3,2,1,0,0,0,33,20,13,4,1,3
C4415,33,19,0000,District - Nagapattinam  *  19,Total,55-59,51883,25881,26002,46635,23550,23085,3567,1545,2022,1622,756,866,2,1,1,1,1,0,13,10,3,6,2,4
C4415,33,19,0000,District - Nagapattinam  *  19,Total,60-64,49720,25105,24615,44701,22847,21854,3483,1478,2005,1481,746,735,0,0,0,1,0,1,11,7,4,3,2,1
C4415,33,19,0000,District - Nagapattinam  *  19,Total,65-69,32606,15999,16607,29304,14528,14776,2242,925,1317,1023,526,497,2,2,0,0,0,0,10,6,4,4,4,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,70-74,24891,12903,11988,22339,11753,10586,1825,803,1022,694,330,364,1,1,0,1,1,0,10,5,5,1,1,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,75-79,11698,6428,5270,10536,5845,4691,845,403,442,307,177,130,0,0,0,0,0,0,3,2,1,0,0,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,80+,13164,6621,6543,11790,6029,5761,967,386,581,390,196,194,1,1,0,0,0,0,3,0,3,0,0,0
C4415,33,19,0000,District - Nagapattinam  *  19,Total,Age not stated,9683,4798,4885,8408,4178,4230,765,380,385,452,204,248,0,0,0,2,1,1,6,4,2,1,1,0
C4415,33,19,0000,District - Nagapattinam  *  19,Rural,All ages,1158557,576010,582547,1058710,529211,529499,68716,31296,37420,30114,14969,15145,43,23,20,20,10,10,89,51,38,33,18,15
